LabelName
"Everglades NP
Recreation Visits"

Year,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,AnnualTotal,Textbox4
1999,"118,341","139,935","145,592","118,254","82,388","64,672","68,994","68,676","58,989","57,213","73,757","77,171","1,073,982",-4.0%
1998,"118,179","128,335","130,692","105,733","94,166","66,404","76,686","82,053","56,280","72,328","92,830","94,529","1,118,215",13.0%
1997,"102,559","128,164","132,529","88,382","72,557","49,464","55,966","59,598","45,536","79,997","85,065","89,715","989,532",11.2%
1996,"65,868","124,372","110,571","97,373","71,766","46,886","51,640","55,346","51,386","52,018","73,584","89,357","890,167",8.5%
1995,"93,967","110,040","110,731","91,298","67,638","46,409","52,860","50,107","50,551","51,712","57,410","37,743","820,466",-7.4%
1994,"103,824","114,850","121,521","95,785","65,038","44,801","51,623","47,314","47,692","58,634","64,073","71,300","886,455",-9.0%
1993,"106,855","119,887","121,353","96,384","76,531","62,341","66,214","61,743","51,114","58,058","67,870","85,356","973,706",-5.1%
1992,"142,197","163,917","158,688","126,842","100,595","59,923","70,128","59,786","7,610","23,820","30,644","81,536","1,025,686",-20.6%
1991,"138,817","149,194","150,641","110,235","94,660","68,937","61,878","71,602","81,298","86,312","126,458","151,982","1,292,014",34.9%
1990,"122,121","131,994","132,341","111,298","46,134","46,676","49,461","54,334","44,768","48,656","75,518","94,624","957,925",4.9%
1989,"127,647","137,603","133,571","84,281","39,312","44,556","49,266","51,713","38,515","51,415","69,340","86,153","913,372",-11.0%
1988,"133,552","164,724","155,497","120,486","61,844","46,557","48,432","53,154","41,846","49,613","60,979","89,504","1,026,188",30.3%
1987,"100,672","107,662","114,552","84,997","62,830","38,834","34,629","37,656","27,660","34,663","56,210","87,128","787,493",6.6%
1986,"93,007","112,967","120,713","98,993","51,024","25,271","25,510","31,136","25,685","32,164","52,037","70,565","739,072",5.9%
1985,"87,719","110,139","109,046","76,131","41,505","34,807","26,379","28,732","24,205","30,487","52,152","76,344","697,646",11.0%
1984,"78,179","92,958","97,997","71,594","36,831","22,900","26,928","28,283","26,494","33,688","47,202","65,604","628,658",8.9%
1983,"72,105","79,968","84,433","59,209","44,570","27,576","30,348","26,189","23,056","28,780","40,683","60,522","577,439",5.0%
1982,"69,165","81,665","81,796","56,259","31,248","18,985","23,111","29,049","25,022","33,944","34,009","65,915","550,168",-2.6%
1981,"73,845","75,996","93,947","63,246","37,226","23,647","25,168","28,262","21,493","29,005","32,084","60,802","564,721",-24.1%
1980,"92,517","96,585","101,797","80,500","53,627","37,721","45,665","47,624","34,889","47,387","37,498","68,434","744,244",3.6%
1979,"94,405","145,610","75,386","67,932","38,994","26,589","42,045","59,536","20,699","34,949","41,571","70,386","718,102",

