LabelName
"Mount Rainier NP
Recreation Visits"

Year,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,AnnualTotal,Textbox4
1999,"27,159","21,471","27,918","40,697","70,931","113,329","252,280","288,164","235,948","139,396","44,779","29,325","1,291,397",-4.6%
1998,"28,439","25,943","26,924","30,260","67,607","177,765","286,315","319,270","216,542","95,362","50,549","28,817","1,353,793",2.9%
1997,"19,221","24,240","22,184","29,528","77,784","141,310","276,211","375,046","189,926","75,130","46,397","38,796","1,315,773",-1.7%
1996,"21,112","20,249","29,894","31,859","74,332","145,874","283,070","408,930","174,770","95,262","37,599","16,010","1,338,961",-6.9%
1995,"39,424","22,081","39,447","49,122","103,096","153,876","212,613","355,883","257,982","142,021","36,460","26,222","1,438,227",0.8%
1994,"39,425","30,939","53,383","37,687","71,915","172,427","343,691","325,645","187,212","98,436","33,986","31,498","1,426,244",4.5%
1993,"31,721","31,291","35,392","36,884","82,940","179,029","283,892","328,091","187,771","95,999","40,979","31,224","1,365,213",-10.3%
1992,"42,446","39,705","48,162","53,934","122,459","210,915","290,405","338,092","176,624","113,336","51,979","34,000","1,522,057",-1.8%
1991,"22,523","30,945","29,077","31,996","65,438","176,700","398,096","409,106","188,886","110,988","45,223","40,434","1,549,412",16.8%
1990,"63,189","18,130","32,872","33,565","78,294","179,019","303,999","288,940","176,998","62,898","41,347","47,850","1,327,101",-2.0%
1989,"59,325","34,240","26,553","46,592","83,030","183,035","255,468","324,200","170,803","87,946","43,525","39,585","1,354,302",7.9%
1988,"43,210","34,222","32,760","39,891","73,834","144,888","270,247","293,903","133,308","101,743","48,670","38,942","1,255,618",-2.8%
1987,"39,828","31,182","33,040","42,578","106,340","146,991","230,582","261,183","188,455","111,677","69,428","30,743","1,292,027",-0.5%
1986,"26,966","23,613","31,534","32,756","78,522","151,664","250,629","358,361","153,204","104,187","53,703","33,318","1,298,457",11.4%
1985,"29,863","27,279","34,371","32,428","66,944","157,620","257,489","281,433","148,924","75,254","31,111","22,924","1,165,640",1.1%
1984,"29,568","29,455","32,423","36,880","65,967","142,835","268,233","269,147","146,875","71,738","31,465","27,825","1,152,411",4.2%
1983,"32,603","34,451","39,885","44,594","85,755","113,093","239,161","223,992","123,286","93,783","49,747","25,956","1,106,306",9.8%
1982,"20,471","19,420","25,175","27,525","65,697","118,271","231,800","244,031","117,786","63,247","42,061","31,816","1,007,300",-18.3%
1981,"29,479","27,530","40,542","40,970","77,163","191,009","241,503","300,725","135,510","65,991","61,926","21,323","1,233,671",-2.7%
1980,"34,198","26,338","34,718","47,582","59,060","168,866","269,787","269,983","150,218","119,194","63,496","24,816","1,268,256",-16.4%
1979,"24,214","15,342","40,179","43,153","65,792","165,991","404,398","359,403","188,076","111,263","50,906","47,986","1,516,703",

