LabelName
"Haleakala NP
Recreation Visits"

Year,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,AnnualTotal,Textbox4
2000,"112,542","96,505","143,523","124,696","145,054","151,832","156,721","157,876","138,727","143,335","124,250","125,022","1,620,083",-17.5%
1999,"130,966","125,510","109,356","138,267","146,892","162,232","169,669","174,416","175,628","203,174","224,092","202,985","1,963,187",32.9%
1998,"107,026","99,737","91,328","114,344","123,586","132,121","121,187","133,780","151,315","122,463","145,881","134,074","1,476,842",-11.8%
1997,"129,457","121,002","113,607","120,553","303,376","169,108","129,682","145,065","120,890","118,759","105,176","96,886","1,673,561",7.7%
1996,"111,201","119,625","129,013","133,043","126,068","140,642","152,566","155,078","150,544","127,845","109,126","98,593","1,553,344",-2.6%
1995,"134,380","132,045","121,886","140,538","124,430","111,178","188,267","157,857","142,275","123,823","133,322","84,595","1,594,596",4.4%
1994,"102,936","159,327","93,267","134,951","100,307","112,234","199,967","152,979","133,862","116,825","120,515","100,159","1,527,329",15.9%
1993,"88,350","152,283","85,544","126,533","93,713","106,935","115,050","120,755","107,335","121,585","103,451","95,899","1,317,433",11.4%
1992,"58,433","97,447","96,945","97,948","84,678","101,009","92,851","118,816","88,426","121,630","118,407","106,534","1,183,124",-3.7%
1991,"96,206","97,209","75,111","100,206","103,894","99,062","144,494","111,671","107,238","97,481","101,680","94,080","1,228,332",-2.6%
1990,"96,398","90,972","95,799","122,876","102,204","125,376","132,215","132,383","114,208","96,892","82,386","68,892","1,260,601",-7.8%
1989,"101,231","84,668","94,593","91,889","100,488","122,355","192,966","148,736","128,549","117,524","112,941","71,821","1,367,761",4.0%
1988,"86,879","88,159","118,779","98,683","111,509","106,235","144,168","123,939","121,524","125,375","105,882","83,551","1,314,683",-1.4%
1987,"104,251","88,059","98,194","82,539","97,862","112,891","169,025","145,198","116,892","125,045","104,298","89,646","1,333,900",4.1%
1986,"88,925","89,561","98,822","114,062","102,182","110,812","101,595","152,720","120,777","116,271","99,684","85,808","1,281,219",7.2%
1985,"90,026","69,576","89,325","112,942","87,405","95,240","125,150","133,429","100,346","94,684","95,298","101,230","1,194,651",19.0%
1984,"59,182","68,515","100,992","86,556","81,038","100,806","112,485","61,889","71,301","92,161","91,157","77,739","1,003,821",16.1%
1983,"52,328","63,552","38,656","59,610","76,969","93,656","111,059","100,722","70,601","69,596","75,102","52,438","864,289",12.0%
1982,"43,613","53,955","58,429","55,175","67,328","68,269","73,835","84,445","67,180","70,718","67,665","61,150","771,762",22.2%
1981,"41,335","42,927","47,694","50,173","56,115","57,790","64,074","73,143","47,048","37,515","55,807","58,063","631,684",12.8%
1980,"38,044","51,284","49,527","47,683","56,408","54,100","59,175","61,214","31,100","37,906","36,897","36,900","560,238",-16.9%
1979,"57,239","29,985","71,282","54,569","52,282","48,272","68,685","85,893","61,727","58,026","46,150","39,845","673,955",

